datetime,tweet
2022-03-31 19:40,"Washington Governor Jay Inslee has signed SHB1725 into law. 

The bill creates an alert system when an Indigenous person goes missing in Washington, working similarly to a Silver or Amber Alert. It is believed to the first of its kind in the U.S. https://t.co/mYvnrQGNfM"
2022-03-31 19:40,@SleuthieGoosie I also canâ€™t wrap my head around her and T still being so dumbfounded as to why Monkey didnâ€™t get an amber alertðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸ no sign of abduction = no amber alert what part are they not understanding at this point ughh ðŸ˜©
2022-03-31 19:32,Yâ€™all talk about fashion novas sms text but UNICE be sending out messages like itâ€™s an amber alert like Omg
2022-03-31 19:21,"Tips, questions, complaints: Spike in 911 calls during B.C. Amber Alert https://t.co/NXAAYpX3VE https://t.co/yFMrPEfEgv"
2022-03-31 19:08,"@WFRVLocal5 My 9yr old son (who is indigenous) was kidnapped at the time couldn't even get a amber alert from shawano County, the just had to tell the County sheriff Bieber to take Report, Bieber still would issue a amber alert.. so I know!"
2022-03-31 18:55,"@chronicleherald Does everyone understand that the alert ready system has never been used in the history of Canada by any police force to alert the public of danger or crimes in progress, NEVER. It is run by the EMO &amp; is used for weather alerts and only 2 amber alerts in NS."
2022-03-31 18:52,"Thank you @GlobalBC for taking the time to share this important public safety message. Remember: during an Amber Alert, only dial 9-1-1 if you are experiencing an emergency, or have critical info to report. #911BC https://t.co/ZTixp1lUnO"
2022-03-31 18:33,"@Kev_MacD @CityNewsVAN So. To summarize. If you knew an unvaccinated Conservative voting Freedom protesting, Dodge Ram pickup driver called in to 911 to complain about an Amber Alert, your head might actually explode right? ðŸ¤­"
2022-03-31 18:27,"Yâ€™all I got Chihuahua in my neighborhood that stay on amber alertâ€¦. Like they stay looking for lil Frances and itâ€™s beyond me.ðŸ˜‚ 
Like I think she makes a run for it every time they open the front door â€¦"
2022-03-31 18:17,@theprovince This is sad.  Where was the amber alert for this?  Missing for 2 weeks!! Why isnâ€™t there alerts about this little girl missing?
2022-03-31 17:52,https://t.co/P7RnBJZkaX Franklin toddler found safe after AMBER Alert; non-custodial father still at large - WKRN News 2 https://t.co/34Urf3bMm0
2022-03-31 17:47,"@CityNewsVAN What kind of socially inept twerp calls 911 to complain about an Amber Alert on their phone. Seriously, people."
2022-03-31 17:42,"@IHasAss Scared the life out of me, I thought I got an amber alert for ME"
2022-03-31 17:20,@frideswyth So in physical proximity but still having your psych barriers up/amber alert? Maybe a good way to handle it/skill to have.
2022-03-31 16:41,"Amber Alerts are sent out through an emergency alert system to all Canadians through mobiles, TV, radio; asking for the public's assistance with the safe and quick return of an abducted child. Can we do similar to stop abduction incidents in India? @ArvindKejriwal @BhagwantMann"
2022-03-31 16:28,"@aero0_0 thank god. sent this picture to law enforcement, amber alert coming shortly"
2022-03-31 16:25,"@sir_jabbers @BigGuyR1 @CityNewsVAN I wasnâ€™t checking my phone while driving, it was going nuts while I had GPS guiding me where to go. Perhaps the powers that be could make our devices scream â€œAMBER ALERTâ€ or some other way to do distinguish between an earthquake/tsunami/missile."
2022-03-31 16:02,"@alandrummond2 Maybe in cases MD are more appropriate coroners to investigate ex: deaths in hospitals, prison, long term care).From what I studied, when a lawyer investigates more â€œlegalâ€ events (child death after an amber alert, police involvement) their expertise helps. ANW very interestingðŸ¤”"
2022-03-31 16:01,Near to @CrystalGalnyâ€™s heart â€” she is on the Amber Alert Brazos Valley board and theyâ€™ve put this together at the new Big Shots in Bryan â€” good times for a great cause: https://t.co/KeaQeeWzMC
2022-03-31 16:00,"ðŸºBEER ALERTðŸº Stop in for a pint of Keller Brau, a rustic amber lager brewed with a special Isaria 1924 Barley malt. Also features Mittelfruh and Spalt hops. AbV 5.0%, 23 IBUs #thirstythursday https://t.co/Yc2r2jX1G6"
2022-03-31 15:56,@CityNewsVAN The Amber Alert worked. Don't call 911 to complain call your MLA or police non-emergency line.
2022-03-31 15:51,Link - Tennessee AMBER Alert: Signs of Grooming for Parents https://t.co/b6fse87v0F https://t.co/ILTOZ3cB3M
2022-03-31 15:49,@JCanucklehead @CityNewsVAN Because they managed to travel from northern BC all the way to were they were found in Ontario. That's like the entire length of the country and they could have been anywhere in between. Hence the large amber alert
2022-03-31 15:36,"@bbart76 If it merely becomes publicity for a custody battle between the North American Plate and the Pacific Plate, then itâ€™ll be just as annoying and ineffective as the Amber Alert."
2022-03-31 15:08,WPD officers attended the Northeast Ohio AMBER Alert conference last week to learn the latest on keeping our kids safe.    A big part is online safety.  TALK TO YOUR KIDS ABOUT WHAT THEY ARE DOING ONLINE.  https://t.co/hf67YXPvTR for additional resources.#startTheConversation https://t.co/RKpnB1sjBA
2022-03-31 15:07,"This would be great for Utah. They are already using these alerts in California, Oregon, and Washington. You have to think of them as an alert &amp; not a prediction &amp; I wish they wouldnâ€™t have equated it to the amber alert system. https://t.co/qOXU9zaOP2"
2022-03-31 15:07,@BBQJim1 @CityNewsVAN Hmmm how often does it happen to you?  Mine has gone off maybe 5 times.... including test warnings.  An amber alert is only issued when a child goes missing that is in serous danger.
2022-03-31 14:56,@Tarnjitkparmar Right??? I cannot comprehend why people complain about an Amber Alert!!?? If it can save a child's life! Some people... https://t.co/AjF8GP6L4B
2022-03-31 14:17,"Lovely. On a yellow alert for violent winds and snow. 500m north, into Orne and it's an amber alert for violent winds and snow. How thankful am I for those 500m!! 

ðŸ¤ªðŸ¤£"
2022-03-31 14:15,In September last year I was getting off a flight and got this scary ass amber alert https://t.co/YJwi9RIgmh
2022-03-31 14:09,"ICYMI, @utahgeological is looking at implementing a system that's like an AMBER Alert for earthquakes â€” warning us of an imminent quake: https://t.co/gWs5guqax4 @fox13 #utpol #Utah https://t.co/lkYdHSOfJb"
2022-03-31 13:40,Missing kids be breaking my fucking heart man n if I ever saw an amber alert kid Iâ€™m ridin like itâ€™s my kid. My heart finna get me killed one day. Iâ€™m good tho
2022-03-31 13:39,"There has been actions underway to erase ""offensive"" indigenous words from the english language, such a squaw and redman.  Now, Washington State has established ""Red Thunder"" alert, similar to an Amber Alert.  So, by state law, indigenous peoples in Washington are officially red."
2022-03-31 13:36,"@wk057 When there is an Amber or Silver alert (for a missing child or senior), the suspect vehicle license plate and description is sent to all Teslas. Then each Teslaâ€™s vision system looks for that vehicle and transmits GPS coordinates to Tesla/law enforcement. 

@elonmusk @tesla"
2022-03-31 12:34,@ItsHammerTimeII Kind of blew me away when I heard she works in California now in the Amber Alert offices.
2022-03-31 11:06,In Canada people often call 911 to complain when they receive a Wireless Emergency Alert. This does not happen to any great extent in US. What is it about public messaging in Canada that prompts citizens to do this? https://t.co/OjhySV1hp9
2022-03-31 10:27,"I didnâ€™t hear a tornado siren last night, but my phone sure as fuck went off like a damn amber alert telling me there was a tornado warning. Like damn if it takes me out while Iâ€™m asleep thatâ€™s best case scenario! Let me sleep apple"
2022-03-31 9:00,"B.C.'s 9-1-1 call takers say Saturday's Amber Alert prompted a lot of tips, but also people calling the emergency line to complain about the mid-day alert's noise
https://t.co/zV4fWfM3ke https://t.co/NgnCosXspp"
2022-03-31 7:54,"@RosemaryWuckert @RiseUp_2 @FBI_Washington @StephenKing @GrandCanyonNPS @MichStatePolice @MichiganHHS @michigandaily @Local4News My two kids were stolen over two years ago when they were kidnapped in San Diego California, and every time I try to get my info to the AMBER ALERT and other U.S. Attorney women who know me and don't give someone else to help me and my kids, we're being DENIED OUR RIGHTS AGAIN!"
2022-03-31 6:34,"ðŸš¨ACTIVE AMBER ALERT: Summer Moon-Utah Wells. If you have seen Summer or have any information regarding her whereabouts, call Hawkins County Sheriff's Office at 423-272-7121 or the TBI at 1-800-TBI-FIND.ðŸš¨

 https://t.co/TUbjOVM5v2"
2022-03-31 6:28,"Suspect from Fort St. John arrested after Amber Alert issued, released from police custody and â€˜wonâ€™t be facing chargesâ€™
#PeaceRegion #AmberAlert

https://t.co/eUjplmaMzc"
2022-03-31 6:20,"@maxfoxxes ew, Amber alert"
2022-03-31 6:11,"i hate the emergency weather statement noise it makes me cry everutime, it makes me paranoid because thats the amber alert sounds and i always thought i was next, i always was convinced they were coning 4 me. it just scares me a lot https://t.co/7ENgKJzv71"
2022-03-31 5:27,"@papayatomodachi @IAmMoniqueHeart Amber Alert is 7 years old now (she was born on March 20, 2015) ðŸ˜‚"
2022-03-31 4:37,"@NyteSong @BYounger13 It's bad. Not only that, she changed her name when she came back to the states. Laura Gayler...she now works as the VP of marketing for Alert sense, which is basically part of the amber alert system. Baaaad stuff happening."
2022-03-31 4:36,"She said, â€œso I got an amber alert, that thereâ€™s a tornado around..â€ https://t.co/zjs043AfCx"
2022-03-31 3:52,I remember I got an amber alert and I immediately stopped what I was doing to go save the kid ðŸ¤·ðŸ¾â€â™‚ï¸ yâ€™all just lazy
2022-03-31 3:41,"@CityNewsVAN I didn't even end up READING the Amber alert because I was with my relatives, the noise was sooooo loud and I wanted the noise to stop so I could focus on what I was reading. My aunt read it to us, once everybody's ears had been assaulted."
2022-03-31 3:39,imma make em drop an amber alert when i drop my ep
2022-03-31 3:38,"WATCH: Suspect from Fort St. John arrested after Amber Alert issued, released from police custody and â€˜wonâ€™t be facing chargesâ€™
#PeaceRegion #AmberAlert 

https://t.co/C59sZNhzpQ"
2022-03-31 3:38,"I saw an Amber Alert about an hour ago, asking for the public's help with any information leading to the location of Kevin Sorbo's career."
2022-03-31 3:37,"Missing in Colorado!! So far no amber alert that I've seen.

@Nerdy_Addict  @JJONEZ2016 @MissingMissfits 

https://t.co/OfdOHdtzC4"
2022-03-31 3:36,"@ksorbs There was an Amber Alert out in your neighborhood last night, asking the public for any information leading to the location of your career."
2022-03-31 3:17,"Amber alert âš ï¸âš ï¸âš ï¸âš ï¸â˜¢â˜£ you wont be disappointed check my homie out @Mikapiikaa666 
https://t.co/yHqIDLxSKN for a sneak peek and her only hams https://t.co/B4oQavBpYR"
2022-03-31 3:01,"@HoneyBe22025618 I made one of these years ago, when the Clinton's bailed out child trafficker Laura Silsby. She then changed her name and got a prominent job with Amber Alert. https://t.co/ivWXxW1uBE"
2022-03-31 2:58,"People who complain about Amber alerts deserve a special place in hell.
B.C. 911 call takers field weekend Amber Alert complaints https://t.co/0BU9MFYvSo"
2022-03-31 2:55,"@tonygoldmark Don't want to sound like a sociopath, but they'd better not come crying to me when their kid becomes the next AMBER Alert message..."
2022-03-31 2:41,"@podbeancom We do themed months @cruelteapod and next month is true crime cases that changed history like the amber alert, 911 calling system, Miranda rights, etc. vvvv excited! @LillianAsterios"
2022-03-31 2:32,@notafan_jo @EvolvingWild I think they have been kidnapped!!! *Sends out amber alert*
2022-03-31 2:14,Who calls 911 to complain about an amber alert?  ðŸ˜¡ðŸ˜¡ https://t.co/k2hQOtRkun
2022-03-31 2:10,"Ugh, an amber alert for a diff opportunity."
2022-03-31 2:09,.@utahgeological is looking at implementing a system that's like an AMBER Alert for earthquakes â€” warning us of an imminent quake: https://t.co/gWs5guqax4 @fox13 #utpol #Utah https://t.co/n5VPbIfCxl
2022-03-31 1:59,"@NahBabeeNah Silsby worked for amber alert, didn't she?"
2022-03-31 1:50,Every time I use my face to unlock my phone it sends out an Amber alert!
2022-03-31 1:29,"Tips, Questions, Complaints: Spike In 911 Calls During B.C. Amber Alert Â  https://t.co/AIwuR6v5S4"
2022-03-31 1:24,"Amber Alert - HAVE U SEEN ME ðŸ‘‰ðŸ¿  C-SUITE White always RIGHT a PRESTIGIOUS grad Mr. Know it All, the Alpha Mega Figa Blaka Craka Succa Fart House IVY League always sat in front of the classroom collecting all the gold stars UNO student JD by the BAR debate forfeiter against #K12er"
2022-03-31 1:24,Ainâ€™t talkin bout amber but we on alert ðŸ˜¤
2022-03-31 1:18,@GlobalBC The fact that people even complain about an Amber Alert disgusts me ðŸ¤¦ðŸ¼â€â™€ï¸ Then to call 911 about it just blows my mind
2022-03-31 0:53,"Tips, questions, complaints: Spike in 911 calls during B.C. AmberÂ Alert https://t.co/J3ny8XOpvj"
2022-03-31 0:52,Iâ€™m about to issue an amber alert for my glasses and my contacts
2022-03-31 0:52,"Tips, questions, complaints: Spike in 911 calls during B.C. Amber Alert Â 
#123INFO
https://t.co/Vdl5hjbbjd"
2022-03-31 0:44,"Tips, questions, complaints: Spike in 911 calls during B.C. Amber Alert Â  https://t.co/g0u6zzYrYi https://t.co/3P22Lcc3nM"
2022-03-31 0:41,"@CityNewsVAN More like why were we getting an Amber Alert about some abduction 1,200 miles away? Then the suspects get collared in Ontario? The whole thing makes no sense."
2022-03-31 0:41,"Tips, questions, complaints: Spike in 911 calls during B.C. Amber Alert Â   | https://t.co/H95bFwne6X https://t.co/t1KNfPMUZf"
2022-03-31 0:41,"Tips, questions, complaints: Spike in 911 calls during B.C. Amber Alert Â   | https://t.co/OuUuve9czs https://t.co/aEknfUjHCD"
2022-03-31 0:41,"Tips, questions, complaints: Spike in 911 calls during B.C. Amber Alert Â   | https://t.co/rRnm0vo3IB https://t.co/VYeh7mpWhN"
2022-03-31 0:28,"B.C. 911 call takers field weekend Amber Alert complaints - via @News1130 https://t.co/Y6Cn6DChxl. THIS IRRITATES ME SO MUCH, THAT PEOPLE WOULD COMPLAIN. GET A LIFE, WHAT IF IT WAS YOUR CHILD OR CHILDREN"
2022-03-31 0:26,"@CityNewsVAN I canâ€™t believe people are complaining.
The amber alert system is asking you to keep your eyes open for a reason: To FIND A CHILD. Doesnâ€™t matter the distance. If someone has abducted a child in a vehicle, they can make it pretty far in a short amount of time."
2022-03-31 0:12,"How do you create an Amber alert for the 'Republican party principles', they seem to be missing"
2022-03-31 0:11,@geekwisdom74 @BookerSparticus Amber alert? You must have me confused for a republican.
2022-03-31 0:11,Ima make the amber alert sound my mama ringtone on her phone because Iâ€™m so tired of her saying she ainâ€™t hear it. Like ok ima make sure you do ðŸ˜Œ
2022-03-31 0:01,"@Schism_Games @BookerSparticus You sound really pissed off. Is this a ""pissed off because I just heard the amber alert and have to change cars"" pissed off?"
2022-04-01 23:52,"i used to get an amber alert on my phone at least once a week (sometimes twice), it was so frequent that i would start jotting down the information about each one that came across my phone when i got them. children are abducted so frequently in the us that their faces used to be https://t.co/DskXjMal5e"
2022-04-01 23:39,This nigga need his own amber alert for his albums because damn https://t.co/0H6MrQjnLP
2022-04-01 23:34,https://t.co/mhwrNSrszs Antonio Armstrong the alleged suspect in the Amber Alert issued for Angel Gaines https://t.co/FQRdUPc27e
2022-04-01 23:08,I havenâ€™t heard from my mom since Tuesday ðŸ™‚ so Iâ€™m about to set up an amber alert
2022-04-01 22:52,@tymofichukCTV @JoeDPea Why no Amber Alert? Missing since Tuesday!
2022-04-01 22:30,"https://t.co/CoJIVnqu15 U.S. Department of Labor is suing the Chinatown Supermarket in Salt Lake Â· Bruce Willis is diagnosed with aphasia. A USU expert explains what thatÂ ...Texas man charged with kidnapping, rape related to Magna AMBER Alert - KSL NewsRadio https://t.co/rJE22muxyP"
2022-04-01 21:50,"After a 14-year-old went missing in March, an AMBER Alert was issued and she was later found in Texas. The man she was found with now faces felony charges.
https://t.co/QFQWcJNxN2"
2022-04-01 21:07,@thatdumbgiraffe Very creepy. Amber alert creepy.
2022-04-01 20:58,an amber alert will really dampen the function
2022-04-01 20:24,"@LilyInPink82 @sweater_vests @grizzlygisela @Amber11Buck @Change Texas has a Clear Alert, like an Amber Alert for adults. Iâ€™ve only gotten it once on my phone though."
2022-04-01 20:17,"The Ashanti Alert Act is essentially an Amber Alert for those older than 17. We don't rec these on our phones because there is not enough money and awareness behind this cause. It is law, but not yet implemented. This must change. #TrustTheFamily #AshantiAlert"
2022-04-01 20:00,"The bill calls for the creation of an advisory system, like the AMBER Alert system. https://t.co/GAbh3pzHRM"
2022-04-01 19:45,"@godsavethepoint In 2010 my travel insurance was void in Thailand due travel warnings from the UK govt. At the same time, the UK had an amber terrorist alert warning ðŸ¤·â€â™‚ï¸"
2022-04-01 19:28,@Adelheide1121 I think we may need to put out an amber alert tbh.
2022-04-01 19:10,Noah's Law to Expedite Amber Alert's in Tennessee https://t.co/qxtoVjnCZ7 https://t.co/6BFlTCn0Ka
2022-04-01 18:53,we need to ring the amber alert or something because where is sheðŸ˜­ https://t.co/zK3oyVr8pA
2022-04-01 18:13,"MAIL MUST GO OUT. I HAVE LUNCH, WE FINISH JUST AFTER. TOO WE CLOSE TODAY FELONIES AND FELONS AT GOLDEN HALL. TOMORROW ALL THE FELONS, ORDER OF FELONIES. THE MUTINY ALARMS TOO RING/BURN ON THE BASES. THAT IS ME AT MIRAMAR IN HANGAR. THE HOSTAGE ALARM/AMBER ALERT ALARM RINGS. JF"
2022-04-01 18:10,If you get an amber alert and it is for my car that is a prank ðŸ‘
2022-04-01 18:03,"The law sets up a system similar to Amber Alerts and so-called silver alerts, which are used respectively for missing children and vulnerable adults in many states
https://t.co/KFHwyH8MdV"
2022-04-01 17:48,"Amber Alert: 
Height: 5â€™10â€
Sex: Orca
Weight: â€œIâ€™m on vacationâ€ https://t.co/ZUNwZf8XnQ"
2022-04-01 17:35,"T 731
I mean to say, if no amber alert is
Saying, ""Hapo kuna tornado,""
I in Jesus name, walk in prayer
And praise.
Here today.ðŸ‘‡ðŸ¿ https://t.co/YpzPD5eW7E"
2022-04-01 17:25,Amber alert Joseline cabaret not understanding car soul
2022-04-01 17:14,"So in summary, I: 
Came out as a gay male to my family in the early 2000s
Ran away with my then b/f and got an amber alert called (I was 16, him 19)
Went to college then dropped out and moved in with an abusive b/f 
Left abusive b/f moved in with parents went back to school -&gt;"
2022-04-01 17:06,2 teen girls arrested for allegedly #kidnapping a baby https://t.co/GD2Pr3yo86
2022-04-01 17:03,No charges laid after Amber Alert issued for Fort St. John children |Â #childabductors https://t.co/Ko5RAlEngN
2022-04-01 16:39,"I saw a cloud of dust? and, boom the car ended up in front of me suddenly,"" Provencher said, adding that she had to think fast to avoid a collision.""I stopped on the side of the road and I ran to see if there were people inside â€“ nobody,""https://t.co/TVlQcLM5hH   @CTVMontreal"
2022-04-01 16:37,Be on alert like yo name Amber!
2022-04-01 16:31,"The law sets up a system similar to Amber Alerts and so-called silver alerts, which are used respectively for missing children and vulnerable adults in many states. https://t.co/zSkSpujcML"
2022-04-01 16:30,"The suspect in Saturday's Amber Alert has been released, according to Fort St. John RCMP.

#rcmp #fortstjohn #yxj https://t.co/RkJnFKmlPK"
2022-04-01 16:29,"Slog AM: Inslee Signs the Indigenous Amber Alert Bill, Republicans Hate Diabetics, and Washingtonâ€™s 18 DerogatoryÂ Sites https://t.co/NDEAtOPP7O"
2022-04-01 16:19,"Slog AM: Inslee Signs the Indigenous Amber Alert Bill, Republicans Hate Diabetics, and Washingtonâ€™s 18 DerogatoryÂ Sites https://t.co/DjZDpLpbHW"
2022-04-01 16:03,@domsjawline @AJShaw0 Cancel the amber alert ðŸš¨
2022-04-01 16:01,@RickeySmiley I'm done...get the hell out...it maybe heading to monkey town next! We need an amber alert ðŸ˜‚
2022-04-01 15:59,"A special shoutout to @ianmaxstevenson, our sub legislative reporter. One of my favorites -- he covered a bill crafted to beef up statewide missing person alerts, after a missing Fruitland boy never got an Amber Alert. https://t.co/myFemMQyhR"
2022-04-01 15:51,"â€¢ WA wants to stop selling gas-powered cars by 2030

â€¢ The state begins to respond to the disproportionate abduction and killing of Indigenous people

â€¢  193 Republicans voted against a bill to cap insulin prices at $35  

Find more news on Slog: 
https://t.co/ecddG3VVAq"
2022-04-01 15:43,"@SleuthieGoosie If ""they"" (FPD) believe is he abducted by a stranger, then why was an amber alert not put out?"
2022-04-01 15:30,@dinoboi_samu @CEO_of_Ishigami that boy got a amber alert on his lips
2022-04-01 15:29,"APB POSSIBLE AMBER ALERT

Possible Glorified articles of Cobalt Constitution Implicate locking Congress on the Senate floor"
2022-04-01 15:11,"@DavidDy33289368 You probably didnâ€™t know this, but if youâ€™re purple, you get a purple/Amber Alert!"
2022-04-01 14:08,"Every country, every province, every state, every city, every town, should have some sort of Amber Alert.

We have the resources at hand to save the lives of thousands of people every year, and all it will cost is the sanity of some lames who get mad at 7am cause of an alarm."
2022-04-01 13:56,@wnick1996 OMFG ITâ€™S WORSE THAN AMBER ALERT AAAAAAHHHH
2022-04-01 13:39,"Do we really need a special â€œIndigenous Peopleâ€ Amber Alert???   Is it really important when someone is missing that we care what their skin color, race, or religion is???
I didnâ€™t know Amber Alerts were that specific."
2022-04-01 13:18,"Washington has become the first in the nation to create a statewide alert system for missing indigenous people.

Itâ€™s similar to Amber Alerts â€” and is meant to address the crisis of missing Native Americans, particularly women. https://t.co/7qKe8ZmjPb"
2022-04-01 12:49,"@forloveofJ @Moose_PC @NancyBarto @TerriLaPoint @TerriJoNeff @KelliButlerAZ After a finally got my info concerning why the judges and attorneys within the San Diego Juvenile Courts have been hiding evidence of the factual documents that is intentionally hidden from the Judge's Civil rules, the AMBER ALERT is trying to hide information the judges etc! https://t.co/DdiA9sEPlN"
2022-04-01 12:42,@hummingbirdess @Nerdy_Addict @Daisie_Mae_ Iâ€™m guessing they were getting heat for not issuing an amber alert for Saylor.
2022-04-01 12:33,@MaxFromQuebec @TwitteeBoy So how do you explain people in Ontario feel the same way since they didnâ€™t have a 2nd curfew nor an Amber Alert? Why is All other Canadian provinces for that matter?
2022-04-01 12:29,"my son:  Listen to all of these different amber alert sounds from different countries!

me:  No. NO. Make that STOP."
2022-04-01 10:27,"New: AMBER ALERT
169 HWY NB CLOSED
PAST W 96TH ST
USE ALT ROUTE"
2022-04-01 10:20,@TheRealCEOAmber Amber 10k alert for you if this one boom
2022-04-01 9:19,Itâ€™s called â€œAmber alert.â€
2022-04-01 8:05,@aware_the @KendallRaeOnYT @13NewsNow This is from the #757 in Hampton. I live in Norfolk which is across the water! This poor boy has been missing for months now and the father only charged with neglect. Its saddens the whole community that no amber alert was sent! #justiceforcodi
2022-04-01 6:23,"The system is similar to Amber Alerts and so-called silver alerts.
#MMIW #MMIWG
https://t.co/LtC51FgZW5"
2022-04-01 6:15,@_lovemartinezz @notisaidtheworm @CHPAlerts @FBI But he took her. He shouldn't have. They totally should be a Amber Alert
2022-04-01 5:28,@komonews Was Washington not allowing indigenous people to participate in the Amber and Silver alert systems?
2022-04-01 5:01,"With everything I posted how the fuck do you think youâ€™re not going to be stopped at every hospital now with a DoD alert? And amber alert?

Sorry. Zombies have ass maggots."
2022-04-01 4:47,"@standingRock6 @komonews The National and state Amber alert system is already in place. If youâ€™re Native and a loved one goes missing, you want the alarm sounded in that well established system. Not some BS virtues signaling quick fix system from dipshit @GovInslee @JayInslee"
2022-04-01 4:41,"@WSJ So an amber alert, but not an amber alert? Performative bullshit instead of prevention and addressing root causes."
2022-04-01 4:29,@komonews Indians arenâ€™t part of an amber alert?
2022-04-01 4:25,"@HireVesuvius Heâ€™s snoring in the next room right now, so heâ€™s recovering. But there has to be a better way. Send Amber-alert-type alerts to my phone for low batteries. Leave my dog out of it"
2022-04-01 4:06,New system expands definition of â€˜missing endangered personâ€™ and will work like an Amber or Silver alert... https://t.co/sc7z3cjsU0
2022-04-01 3:52,"Dearest @KananGill 
Congratulations on your first show in the US! Thank youuuu, it was a blast. No tornado or ""amber alert"", but a nice blast of KG hilarity :)
Lots of love and good wishes! âœ¨â¤ï¸ https://t.co/FlPVnlL8xQ"
2022-04-01 3:49,"@CNN We've had something much like that here for awhile now, the AMBER alert system. Used especially for children and NA women. It's about time it became nation wide."
2022-04-01 3:38,"@RealSpurnandez You think thatâ€™s bad, try getting an Amber alert that says Bexar County and your first reaction is, â€œdammit that better not be my clientâ€ ðŸ˜‚"
2022-04-01 3:07,"@TacticalTrader0 @JasonClark829 @davenewworld_2 The amber alert system needs an overhaul as well when it comes to the stictness of qualifying factors. 
Any child under 16 that is missing needs to be treated as if they're endangered, including runaways."
2022-04-01 2:46,"me, alert: amber rose had a lot to say about kanye after their twitter war
you, a dummy: bro, what would you like for breakfast
me, a wise expert: you're an all star"
2022-04-01 2:35,"A man who police say abducted a 14-year-old Magna girl, which prompted an AMBER Alert, has been charged

https://t.co/HgWxcv8C8U"
2022-04-01 2:26,"@Simeon_TTT @ZayaTheProphet It can be an emergency, I donâ€™t even think Iâ€™ve heard an amber alert or weather alert since the DND upgrade."
2022-04-01 2:19,"@SouthernGothic3 @MuellersGame @BumpstockBarbie @RiflemanIIC @mkedgt2 @RealCandaceO Well, I fell down on the job too.  I thought we were suppose to get an Amber Alert notifying us to go out and suppress the vote."
2022-04-01 2:15,"WATCH: @EComm911_info says 9-1-1 is not the number to call because the noise from an Amber Alert on your cell phone annoyed you. @CrisLaderas reports. 

https://t.co/yf9T9U5GIt"
2022-04-01 2:10,"@komonews I'm grateful for more attention being brought forward about Native American crimes. The only concern I have is if we get too many different""alerts"" will people become confused? Literally wouldn't an amber alert and an adult alert pretty much cover it all? I'm simply pondering"
2022-04-01 2:00,@mahtby Amber alert: two big ol girls with a nice lady
2022-04-01 1:57,@Squiddayyyy DO I FR HAVE TO EXPLAIN THISðŸ¥± if u have gotten that amber alert 20 days later than u originally got it u would've gotten it in my birthday and if i saw that tweet i would've el oh el'd
2022-04-01 1:47,"@komonews The @wastatepatrol is the lead agency for AMBER Plan in WA &amp; operates Amber &amp; Silver Alerts 
the new alert system I think it is called Thunder Alert is for Native Americans"
2022-04-01 1:36,"STOP calling 911 to complain about Amber Alerts!! If it was your child you wouldn't complain
â€œFrom a time period of 12:15 p.m. to 12:45 p.m. we would usually get about 125 calls. We got upwards of 250 calls within the time frame,â€
https://t.co/2DBu4k47br"
2022-04-01 1:30,"Why is no one talking about the orchestra playing wrecking ball by Miley Cyrus in the season finale of Bridgerton 
Spoiler alert or whatever https://t.co/2gTJLvoEIU"
2022-04-01 1:24,@wavypippen_ I gotta a amber alert about it
2022-04-01 1:03,@RogerTh71142375 Why wouldn't this have been activated say...in 2003 when the Amber Alert system launched??
2022-04-01 0:59,@nejsnave @7970Star @PeelPolice yes on media. Like the 'Amber  alert'
2022-04-01 0:57,"If you send a 200 decibel Amber Alert at 3am that wakes me from my best sleep in 40 yearsâ€¦ Iâ€™m ok with that. Finding in danger kids is worth more than anything Iâ€™m doing. If youâ€™re complaining about this, youâ€™re a total POS. Double if you call 911 to complain."
2022-04-01 0:56,This amber alert scared df out of me ðŸ˜‚ðŸ˜‚ðŸ˜‚
2022-04-01 0:53,so a long time ago i had this fear of the amber alert siren thing because i said around 2013 i was alone and it was world day of play for nickelodian i swear to god everyone thought i lied â€œyouâ€™re fabricating memories!â€ NO I JUST FOUND IT BRO https://t.co/z0dpYNbZvX
2022-04-01 0:51,@AuburnCMStearns @GovInslee Iâ€™m confused on why we needed a separate alert system? Do missing indigenous people not get put on the amber alerts?
2022-04-01 0:48,The New Jersey amber alert #iykyk https://t.co/LSfHHPPOL9
2022-04-01 0:47,that weak ass amber alert scared the shit out of me
2022-04-01 0:44,"after no substantial leads were found, and the girl had yet to be located, the AMBER alert was allowed to expire. to this day, it is unknown who the girl was, or whether or not she was found. (3/3)"
2022-04-01 0:38,"genuine question: how do you issue an amber alert for someone whoâ€™s identity is not known.

iâ€™ve seen it happen before, example in the replies"
2022-04-01 0:35,"@TeamYouTube Please remove a YouTuber by The name of ""Plagued Moth"" because he reacted to real dark web child abuse videos called ""Amber Alert"" and ""Suffer Little Children"" . I reported him for child abuse."
2022-04-01 0:07,"@NathanBacaTV @DCPoliceDept @wusa9 I would not be surprised if she never was anti abortion , just playing a role to discredit prolife. The lady in charge of amber alert tried to steal thirty kids from Haiti. It's a trend.....If you know more than the news tells you"
2022-04-01 0:02,"Itâ€™s sent out in amber smoke signals.

 https://t.co/F3yY6YH8pE"
